"No.","Time","Source","Destination","Protocol","Length","Info"
"43","1.238981138","23.56.225.242","192.168.129.132","TCP","60","443  >  47500 [ACK] Seq=24530 Ack=3011 Win=64240 Len=0"
"44","1.246373438","192.168.129.132","23.56.225.242","HTTP2","236","HEADERS[7]: GET /mako-vod/_next/static/chunks/webpack-e8a3675f58ffd38e.js, WINDOW_UPDATE[7]"
"45","1.246841956","23.56.225.242","192.168.129.132","TCP","60","443  >  47500 [ACK] Seq=24530 Ack=3193 Win=64240 Len=0"
"46","1.247641850","192.168.129.132","23.56.225.242","HTTP2","173","HEADERS[9]: GET /js/domo/domo-1.0.0.js, WINDOW_UPDATE[9]"
"47","1.247822467","192.168.129.132","23.56.225.242","TCP","74","47512  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=102856754 TSecr=0 WS=128"
"48","1.248029667","23.56.225.242","192.168.129.132","TCP","60","443  >  47500 [ACK] Seq=24530 Ack=3312 Win=64240 Len=0"
"49","1.249309518","192.168.129.132","23.56.225.242","HTTP2","226","HEADERS[11]: GET /mako-vod/_next/static/chunks/framework-bb5c596eafb42b22.js, WINDOW_UPDATE[11]"
"50","1.249635117","23.56.225.242","192.168.129.132","TCP","60","443  >  47500 [ACK] Seq=24530 Ack=3484 Win=64240 Len=0"
"51","1.254544671","192.168.129.132","23.56.225.242","HTTP2","222","HEADERS[13]: GET /mako-vod/_next/static/chunks/main-c12a8689eb43badc.js, WINDOW_UPDATE[13]"
"52","1.254805305","23.56.225.242","192.168.129.132","TCP","60","443  >  47500 [ACK] Seq=24530 Ack=3652 Win=64240 Len=0"
"53","1.255563320","192.168.129.132","23.56.225.242","HTTP2","226","HEADERS[15]: GET /mako-vod/_next/static/chunks/pages/_app-e66778428d690c81.js, WINDOW_UPDATE[15]"
"54","1.255864778","23.56.225.242","192.168.129.132","TCP","60","443  >  47500 [ACK] Seq=24530 Ack=3824 Win=64240 Len=0"
"55","1.256583250","192.168.129.132","23.56.225.242","HTTP2","225","HEADERS[17]: GET /mako-vod/_next/static/chunks/29107295-1494f237b9e407ad.js, WINDOW_UPDATE[17]"
"56","1.257110432","23.56.225.242","192.168.129.132","TCP","60","443  >  47500 [ACK] Seq=24530 Ack=3995 Win=64240 Len=0"
"57","1.257658370","192.168.129.132","23.56.225.242","HTTP2","221","HEADERS[19]: GET /mako-vod/_next/static/chunks/395-6588377c9e31c3e0.js, WINDOW_UPDATE[19]"
"58","1.258291902","23.56.225.242","192.168.129.132","TCP","60","443  >  47500 [ACK] Seq=24530 Ack=4162 Win=64240 Len=0"
"59","1.261224131","192.168.129.132","23.56.225.242","HTTP2","221","HEADERS[21]: GET /mako-vod/_next/static/chunks/524-7f18b27bbaeb3ab7.js, WINDOW_UPDATE[21]"
"60","1.261684105","23.56.225.242","192.168.129.132","TCP","60","443  >  47500 [ACK] Seq=24530 Ack=4329 Win=64240 Len=0"
"61","1.267128001","192.168.129.132","23.56.225.242","HTTP2","221","HEADERS[23]: GET /mako-vod/_next/static/chunks/165-025c23538ec6d36f.js, WINDOW_UPDATE[23]"
"62","1.267604407","23.56.225.242","192.168.129.132","TCP","60","443  >  47500 [ACK] Seq=24530 Ack=4496 Win=64240 Len=0"
"63","1.273530056","192.168.129.132","23.56.225.242","HTTP2","250","HEADERS[25]: GET /mako-vod/_next/static/chunks/pages/%5Bmako_vod_channel%5D/%5Bprogram%5D-ed7758ab8faf74fd.js, WINDOW_UPDATE[25]"
"64","1.274105973","23.56.225.242","192.168.129.132","TCP","60","443  >  47500 [ACK] Seq=24530 Ack=4692 Win=64240 Len=0"
"65","1.275202979","192.168.129.132","192.168.129.2","DNS","74","Standard query 0xecb6 A img.mako.co.il"
"66","1.275745550","192.168.129.132","192.168.129.2","DNS","74","Standard query 0xf337 AAAA img.mako.co.il"
"67","1.276668575","192.168.129.132","23.56.225.242","HTTP2","216","HEADERS[27]: GET /mako-vod/_next/static/6.1.0/_buildManifest.js, WINDOW_UPDATE[27]"
"68","1.277145899","23.56.225.242","192.168.129.132","TCP","60","443  >  47500 [ACK] Seq=24530 Ack=4854 Win=64240 Len=0"
"69","1.277712052","192.168.129.132","23.56.225.242","HTTP2","214","HEADERS[29]: GET /mako-vod/_next/static/6.1.0/_ssgManifest.js, WINDOW_UPDATE[29]"
"70","1.278109499","23.56.225.242","192.168.129.132","TCP","60","443  >  47500 [ACK] Seq=24530 Ack=5014 Win=64240 Len=0"
"71","1.279054777","192.168.129.132","23.56.225.242","HTTP2","285","HEADERS[31]: GET /mako-vod/_next/static/media/plus.a635e74d.png, WINDOW_UPDATE[31]"
"72","1.279610665","23.56.225.242","192.168.129.132","TCP","60","443  >  47500 [ACK] Seq=24530 Ack=5245 Win=64240 Len=0"
"73","1.280246900","192.168.129.132","23.56.225.242","HTTP2","220","HEADERS[33]: GET /mako-vod/_next/static/media/vChecked.8673d80f.png, WINDOW_UPDATE[33]"
"74","1.280889851","23.56.225.242","192.168.129.132","TCP","60","443  >  47500 [ACK] Seq=24530 Ack=5411 Win=64240 Len=0"
"75","1.282259655","192.168.129.2","192.168.129.132","DNS","166","Standard query response 0xecb6 A img.mako.co.il CNAME wilcard.mako.co.il.edgekey.net CNAME e974.b.akamaiedge.net A 23.56.225.242"
"76","1.283983662","192.168.129.2","192.168.129.132","DNS","211","Standard query response 0xf337 AAAA img.mako.co.il CNAME wilcard.mako.co.il.edgekey.net CNAME e974.b.akamaiedge.net SOA n0b.akamaiedge.net"
"77","1.285417999","23.56.225.242","192.168.129.132","HTTP2","3342","HEADERS[5]: 200 OK"
"78","1.286078475","192.168.129.132","23.56.225.242","TCP","54","47500  >  443 [ACK] Seq=5411 Ack=27818 Win=65535 Len=0"
"79","1.286301192","23.56.225.242","192.168.129.132","TCP","2958","443  >  47500 [PSH, ACK] Seq=27818 Ack=5411 Win=64240 Len=2904 [TCP PDU reassembled in 91]"
"80","1.286363764","192.168.129.132","23.56.225.242","TCP","54","47500  >  443 [ACK] Seq=5411 Ack=30722 Win=65535 Len=0"
"81","1.288010535","23.56.225.242","192.168.129.132","TCP","2958","443  >  47500 [PSH, ACK] Seq=30722 Ack=5411 Win=64240 Len=2904 [TCP PDU reassembled in 91]"
"82","1.288034472","192.168.129.132","23.56.225.242","TCP","54","47500  >  443 [ACK] Seq=5411 Ack=33626 Win=65535 Len=0"
"83","1.290041134","23.56.225.242","192.168.129.132","TCP","2958","443  >  47500 [PSH, ACK] Seq=33626 Ack=5411 Win=64240 Len=2904 [TCP PDU reassembled in 91]"
"84","1.290070857","192.168.129.132","23.56.225.242","TCP","54","47500  >  443 [ACK] Seq=5411 Ack=36530 Win=65535 Len=0"
"85","1.291845860","23.56.225.242","192.168.129.132","TCP","2958","443  >  47500 [PSH, ACK] Seq=36530 Ack=5411 Win=64240 Len=2904 [TCP PDU reassembled in 91]"
"86","1.291985166","192.168.129.132","23.56.225.242","TCP","54","47500  >  443 [ACK] Seq=5411 Ack=39434 Win=65535 Len=0"
"87","1.293487935","23.56.225.242","192.168.129.132","TCP","60","443  >  47512 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"88","1.293537262","192.168.129.132","23.56.225.242","TCP","54","47512  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"89","1.295218419","192.168.129.132","23.56.225.242","HTTP2","153","HEADERS[35]: GET /2024/10/10/logo-12-desktop.png, WINDOW_UPDATE[35]"
"90","1.295446160","23.56.225.242","192.168.129.132","TCP","60","443  >  47500 [ACK] Seq=39434 Ack=5510 Win=64240 Len=0"
"91","1.295721464","23.56.225.242","192.168.129.132","TLSv1.3","2958","DATA[5]"
"92","1.296000848","192.168.129.132","23.56.225.242","TCP","74","47522  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=102856802 TSecr=0 WS=128"
"93","1.296898186","192.168.129.132","23.56.225.242","TCP","74","47538  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=102856803 TSecr=0 WS=128"
"94","1.297159630","192.168.129.132","23.56.225.242","TCP","54","47500  >  443 [ACK] Seq=5510 Ack=42338 Win=65535 Len=0"
"95","1.297653497","23.56.225.242","192.168.129.132","HTTP2","1302","DATA[5] (text/css)"
"96","1.301518759","192.168.129.132","23.56.225.242","TLSv1.3","1953","Client Hello (SNI=rcs.mako.co.il)"
"97","1.302248345","23.56.225.242","192.168.129.132","TCP","60","443  >  47512 [ACK] Seq=1 Ack=1461 Win=64240 Len=0"
"98","1.302248850","23.56.225.242","192.168.129.132","TCP","60","443  >  47512 [ACK] Seq=1 Ack=1900 Win=64240 Len=0"
"99","1.314222191","23.56.225.242","192.168.129.132","HTTP2","3205","HEADERS[9]: 200 OK"
"100","1.314361612","192.168.129.132","23.56.225.242","TCP","54","47500  >  443 [ACK] Seq=5510 Ack=46737 Win=65535 Len=0"
"101","1.315736689","23.56.225.242","192.168.129.132","TCP","2958","443  >  47500 [PSH, ACK] Seq=46737 Ack=5510 Win=64240 Len=2904 [TCP PDU reassembled in 110]"
"102","1.315796055","192.168.129.132","23.56.225.242","TCP","54","47500  >  443 [ACK] Seq=5510 Ack=49641 Win=65535 Len=0"
"103","1.318020647","23.56.225.242","192.168.129.132","TCP","2958","443  >  47500 [PSH, ACK] Seq=49641 Ack=5510 Win=64240 Len=2904 [TCP PDU reassembled in 110]"
"104","1.318061107","192.168.129.132","23.56.225.242","TCP","54","47500  >  443 [ACK] Seq=5510 Ack=52545 Win=65535 Len=0"
"105","1.319312363","23.56.225.242","192.168.129.132","TCP","2958","443  >  47500 [PSH, ACK] Seq=52545 Ack=5510 Win=64240 Len=2904 [TCP PDU reassembled in 110]"
"106","1.319364031","192.168.129.132","23.56.225.242","TCP","54","47500  >  443 [ACK] Seq=5510 Ack=55449 Win=65535 Len=0"
"107","1.321275731","23.56.225.242","192.168.129.132","TCP","2958","443  >  47500 [PSH, ACK] Seq=55449 Ack=5510 Win=64240 Len=2904 [TCP PDU reassembled in 110]"
"108","1.321320429","192.168.129.132","23.56.225.242","TCP","54","47500  >  443 [ACK] Seq=5510 Ack=58353 Win=65535 Len=0"
"109","1.324874155","23.56.225.242","192.168.129.132","TCP","1506","443  >  47500 [PSH, ACK] Seq=58353 Ack=5510 Win=64240 Len=1452 [TCP PDU reassembled in 110]"
"110","1.325489002","23.56.225.242","192.168.129.132","TLSv1.3","1506","DATA[9]"
"111","1.325531157","192.168.129.132","23.56.225.242","TCP","54","47500  >  443 [ACK] Seq=5510 Ack=61257 Win=65535 Len=0"
"112","1.331026972","192.168.129.132","23.56.225.242","HTTP2","220","HEADERS[37]: GET /18f5227b-e27b-445a-a53f-f845fbe69b40/stormcaster.js, WINDOW_UPDATE[37]"
"113","1.331338111","23.56.225.242","192.168.129.132","TCP","60","443  >  47500 [ACK] Seq=61257 Ack=5676 Win=64240 Len=0"
"114","1.333227162","23.56.225.242","192.168.129.132","TCP","5862","443  >  47500 [PSH, ACK] Seq=61257 Ack=5676 Win=64240 Len=5808 [TCP PDU reassembled in 120]"
"115","1.333227585","23.56.225.242","192.168.129.132","TCP","5862","443  >  47500 [PSH, ACK] Seq=67065 Ack=5676 Win=64240 Len=5808 [TCP PDU reassembled in 120]"
"116","1.333274259","192.168.129.132","23.56.225.242","TCP","54","47500  >  443 [ACK] Seq=5676 Ack=67065 Win=65535 Len=0"
"117","1.333718080","192.168.129.132","23.56.225.242","TCP","54","47500  >  443 [ACK] Seq=5676 Ack=72873 Win=65535 Len=0"
"118","1.334389685","23.56.225.242","192.168.129.132","TCP","2958","443  >  47500 [PSH, ACK] Seq=72873 Ack=5676 Win=64240 Len=2904 [TCP PDU reassembled in 120]"
"119","1.334422773","192.168.129.132","23.56.225.242","TCP","54","47500  >  443 [ACK] Seq=5676 Ack=75777 Win=65535 Len=0"
"120","1.336209483","23.56.225.242","192.168.129.132","TLSv1.3","2958","DATA[9]"
"121","1.336237242","192.168.129.132","23.56.225.242","TCP","54","47500  >  443 [ACK] Seq=5676 Ack=78681 Win=65535 Len=0"
"122","1.337776226","23.56.225.242","192.168.129.132","TCP","2958","443  >  47500 [PSH, ACK] Seq=78681 Ack=5676 Win=64240 Len=2904 [TCP PDU reassembled in 134]"
"123","1.337851795","192.168.129.132","23.56.225.242","TCP","54","47500  >  443 [ACK] Seq=5676 Ack=81585 Win=65535 Len=0"
"124","1.339893526","23.56.225.242","192.168.129.132","TCP","2958","443  >  47500 [PSH, ACK] Seq=81585 Ack=5676 Win=64240 Len=2904 [TCP PDU reassembled in 134]"
"125","1.339919285","192.168.129.132","23.56.225.242","TCP","54","47500  >  443 [ACK] Seq=5676 Ack=84489 Win=65535 Len=0"
"126","1.340337079","192.168.129.132","23.56.225.242","HTTP2","226","HEADERS[39]: GET /mako-vod/_next/static/media/profile.a12fdafa.png, WINDOW_UPDATE[39]"
"127","1.340666115","23.56.225.242","192.168.129.132","TCP","60","443  >  47500 [ACK] Seq=84489 Ack=5848 Win=64240 Len=0"
"128","1.342089125","23.56.225.242","192.168.129.132","TCP","2958","443  >  47500 [PSH, ACK] Seq=84489 Ack=5848 Win=64240 Len=2904 [TCP PDU reassembled in 134]"
"129","1.342134316","192.168.129.132","23.56.225.242","TCP","54","47500  >  443 [ACK] Seq=5848 Ack=87393 Win=65535 Len=0"
"130","1.347065239","192.168.129.132","23.56.225.242","HTTP2","143","HEADERS[41]: GET /images/svg/12plus/prev_arrow.svg, WINDOW_UPDATE[41]"
"131","1.347699973","23.56.225.242","192.168.129.132","TCP","60","443  >  47500 [ACK] Seq=87393 Ack=5937 Win=64240 Len=0"
"132","1.348758169","192.168.129.132","23.56.225.242","HTTP2","143","HEADERS[43]: GET /images/svg/12plus/next_arrow.svg, WINDOW_UPDATE[43]"
"133","1.348961293","23.56.225.242","192.168.129.132","TCP","60","443  >  47538 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"134","1.348961576","23.56.225.242","192.168.129.132","TLSv1.3","8766","DATA[9]"
"135","1.348961606","23.56.225.242","192.168.129.132","TCP","60","443  >  47500 [ACK] Seq=96105 Ack=6026 Win=64240 Len=0"
"136","1.348998125","192.168.129.132","23.56.225.242","TCP","54","47538  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"137","1.349526548","192.168.129.132","23.56.225.242","TCP","54","47500  >  443 [ACK] Seq=6026 Ack=96105 Win=65535 Len=0"
"138","1.350354958","23.56.225.242","192.168.129.132","HTTP2","2958","DATA[9] (application/x-javascript), HEADERS[11]: 200 OK"
"139","1.350355485","23.56.225.242","192.168.129.132","TCP","60","443  >  47522 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"140","1.350405665","192.168.129.132","23.56.225.242","TCP","54","47500  >  443 [ACK] Seq=6026 Ack=99009 Win=65535 Len=0"
"141","1.350557309","192.168.129.132","23.56.225.242","TCP","54","47522  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"142","1.352036680","23.56.225.242","192.168.129.132","TCP","2958","443  >  47500 [PSH, ACK] Seq=99009 Ack=6026 Win=64240 Len=2904 [TCP PDU reassembled in 159]"
"143","1.352072696","192.168.129.132","23.56.225.242","TCP","54","47500  >  443 [ACK] Seq=6026 Ack=101913 Win=65535 Len=0"
"144","1.354511279","23.56.225.242","192.168.129.132","TCP","2958","443  >  47500 [PSH, ACK] Seq=101913 Ack=6026 Win=64240 Len=2904 [TCP PDU reassembled in 159]"
"145","1.354548535","192.168.129.132","23.56.225.242","TCP","54","47500  >  443 [ACK] Seq=6026 Ack=104817 Win=65535 Len=0"
"146","1.355232964","192.168.129.132","23.56.225.242","TLSv1.3","1953","Client Hello (SNI=img.mako.co.il)"
"147","1.355616980","23.56.225.242","192.168.129.132","TCP","60","443  >  47538 [ACK] Seq=1 Ack=1461 Win=64240 Len=0"
"148","1.355617095","23.56.225.242","192.168.129.132","TCP","60","443  >  47538 [ACK] Seq=1 Ack=1900 Win=64240 Len=0"
"149","1.358027694","192.168.129.132","23.56.225.242","TLSv1.3","1953","Client Hello (SNI=img.mako.co.il)"
"150","1.358627614","23.56.225.242","192.168.129.132","TCP","60","443  >  47522 [ACK] Seq=1 Ack=1461 Win=64240 Len=0"
"151","1.358627818","23.56.225.242","192.168.129.132","TCP","60","443  >  47522 [ACK] Seq=1 Ack=1900 Win=64240 Len=0"
"152","1.358627931","23.56.225.242","192.168.129.132","TCP","1514","443  >  47500 [ACK] Seq=104817 Ack=6026 Win=64240 Len=1460 [TCP PDU reassembled in 159]"
"153","1.358989717","23.56.225.242","192.168.129.132","TCP","1498","443  >  47500 [PSH, ACK] Seq=106277 Ack=6026 Win=64240 Len=1444 [TCP PDU reassembled in 159]"
"154","1.359013223","192.168.129.132","23.56.225.242","TCP","54","47500  >  443 [ACK] Seq=6026 Ack=107721 Win=65535 Len=0"
"155","1.359851887","23.56.225.242","192.168.129.132","TCP","2958","443  >  47500 [PSH, ACK] Seq=107721 Ack=6026 Win=64240 Len=2904 [TCP PDU reassembled in 159]"
"156","1.359881397","192.168.129.132","23.56.225.242","TCP","54","47500  >  443 [ACK] Seq=6026 Ack=110625 Win=65535 Len=0"
"157","1.362289832","23.56.225.242","192.168.129.132","TCP","2958","443  >  47500 [PSH, ACK] Seq=110625 Ack=6026 Win=64240 Len=2904 [TCP PDU reassembled in 159]"
"158","1.362318200","192.168.129.132","23.56.225.242","TCP","54","47500  >  443 [ACK] Seq=6026 Ack=113529 Win=65535 Len=0"
"159","1.363997265","23.56.225.242","192.168.129.132","TLSv1.3","2958","DATA[11]"
"160","1.364027054","192.168.129.132","23.56.225.242","TCP","54","47500  >  443 [ACK] Seq=6026 Ack=116433 Win=65535 Len=0"
"161","1.366288082","23.56.225.242","192.168.129.132","TCP","2958","443  >  47500 [PSH, ACK] Seq=116433 Ack=6026 Win=64240 Len=2904 [TCP PDU reassembled in 171]"
"162","1.366336996","192.168.129.132","23.56.225.242","TCP","54","47500  >  443 [ACK] Seq=6026 Ack=119337 Win=65535 Len=0"
"163","1.367857444","23.56.225.242","192.168.129.132","TCP","2958","443  >  47500 [PSH, ACK] Seq=119337 Ack=6026 Win=64240 Len=2904 [TCP PDU reassembled in 171]"
"164","1.367905951","192.168.129.132","23.56.225.242","TCP","54","47500  >  443 [ACK] Seq=6026 Ack=122241 Win=65535 Len=0"
"165","1.370038971","23.56.225.242","192.168.129.132","TCP","2958","443  >  47500 [PSH, ACK] Seq=122241 Ack=6026 Win=64240 Len=2904 [TCP PDU reassembled in 171]"
"166","1.370073383","192.168.129.132","23.56.225.242","TCP","54","47500  >  443 [ACK] Seq=6026 Ack=125145 Win=65535 Len=0"
"167","1.377141142","23.56.225.242","192.168.129.132","TCP","2958","443  >  47500 [PSH, ACK] Seq=125145 Ack=6026 Win=64240 Len=2904 [TCP PDU reassembled in 171]"
"168","1.377196217","192.168.129.132","23.56.225.242","TCP","54","47500  >  443 [ACK] Seq=6026 Ack=128049 Win=65535 Len=0"
"169","1.378863385","23.56.225.242","192.168.129.132","TCP","2958","443  >  47500 [PSH, ACK] Seq=128049 Ack=6026 Win=64240 Len=2904 [TCP PDU reassembled in 171]"
"170","1.378901933","192.168.129.132","23.56.225.242","TCP","54","47500  >  443 [ACK] Seq=6026 Ack=130953 Win=65535 Len=0"
"171","1.379927389","23.56.225.242","192.168.129.132","TLSv1.3","2958","DATA[11]"
"172","1.380028469","192.168.129.132","23.56.225.242","TCP","54","47500  >  443 [ACK] Seq=6026 Ack=133857 Win=65535 Len=0"
"173","1.382111819","23.56.225.242","192.168.129.132","TCP","2958","443  >  47500 [PSH, ACK] Seq=133857 Ack=6026 Win=64240 Len=2904 [TCP PDU reassembled in 181]"
"174","1.382196568","192.168.129.132","23.56.225.242","TCP","54","47500  >  443 [ACK] Seq=6026 Ack=136761 Win=65535 Len=0"
"175","1.384201311","23.56.225.242","192.168.129.132","TCP","2958","443  >  47500 [PSH, ACK] Seq=136761 Ack=6026 Win=64240 Len=2904 [TCP PDU reassembled in 181]"
"176","1.384335239","192.168.129.132","23.56.225.242","TCP","54","47500  >  443 [ACK] Seq=6026 Ack=139665 Win=65535 Len=0"
"177","1.384774140","23.56.225.242","192.168.129.132","TCP","2958","443  >  47500 [PSH, ACK] Seq=139665 Ack=6026 Win=64240 Len=2904 [TCP PDU reassembled in 181]"
"178","1.384883357","192.168.129.132","23.56.225.242","TCP","54","47500  >  443 [ACK] Seq=6026 Ack=142569 Win=65535 Len=0"
"179","1.385905209","23.56.225.242","192.168.129.132","TCP","2958","443  >  47500 [PSH, ACK] Seq=142569 Ack=6026 Win=64240 Len=2904 [TCP PDU reassembled in 181]"
"180","1.386020694","192.168.129.132","23.56.225.242","TCP","54","47500  >  443 [ACK] Seq=6026 Ack=145473 Win=65535 Len=0"
"181","1.386676142","23.56.225.242","192.168.129.132","TLSv1.3","2958","HEADERS[15]: 200 OK"
"182","1.386783984","192.168.129.132","23.56.225.242","TCP","54","47500  >  443 [ACK] Seq=6026 Ack=148377 Win=65535 Len=0"
"183","1.387771379","23.56.225.242","192.168.129.132","TCP","2958","443  >  47500 [PSH, ACK] Seq=148377 Ack=6026 Win=64240 Len=2904 [TCP PDU reassembled in 191]"
"184","1.387821207","192.168.129.132","23.56.225.242","TCP","54","47500  >  443 [ACK] Seq=6026 Ack=151281 Win=65535 Len=0"
"185","1.389354399","23.56.225.242","192.168.129.132","TCP","2958","443  >  47500 [PSH, ACK] Seq=151281 Ack=6026 Win=64240 Len=2904 [TCP PDU reassembled in 191]"
"186","1.389413026","192.168.129.132","23.56.225.242","TCP","54","47500  >  443 [ACK] Seq=6026 Ack=154185 Win=65535 Len=0"
"187","1.390725613","23.56.225.242","192.168.129.132","TCP","2958","443  >  47500 [PSH, ACK] Seq=154185 Ack=6026 Win=64240 Len=2904 [TCP PDU reassembled in 191]"
"188","1.390870246","192.168.129.132","23.56.225.242","TCP","54","47500  >  443 [ACK] Seq=6026 Ack=157089 Win=65535 Len=0"
